KEY,CATEGORY
FRENCH BREAD,Miscellaneous
SOUR BREAD,Miscellaneous
SPECIALTY BREAD,Miscellaneous
DINNER & SANDWICH ROLLS,Miscellaneous
SLICED BREADS,Miscellaneous
CROISSANTS,Miscellaneous
FILLED CROISSANTS,Miscellaneous
DANISH,Miscellaneous
VIENNOISERIE,Miscellaneous
SCONES,Miscellaneous
MUFFINS,Miscellaneous
